animal_project_reference,datacenter_reference,animal_reference_id,vernacularname,animal_origin,stock,length,length_type,weight,life_stage,age,sex
FRO,OTN-Global,FRO-T14,Arctic char,W,UNK,0.561,FORK,2.35,UNK,NULL,U
FRO,OTN-Global,FRO-T2,Arctic char,W,UNK,0.576,FORK,2.53,UNK,NULL,U
FRO,OTN-Global,FRO-T25,Arctic char,W,UNK,0.57,FORK,2.41,UNK,NULL,U
FRO,OTN-Global,FRO-T26,Arctic char,W,UNK,0.6,FORK,2.8,UNK,NULL,U
FRO,OTN-Global,FRO-T27,Arctic char,W,UNK,0.55,FORK,2.17,UNK,NULL,U
FRO,OTN-Global,FRO-T28,Arctic char,W,UNK,0.49,FORK,1.55,UNK,NULL,U
FRO,OTN-Global,FRO-T29,Arctic char,W,UNK,0.45,FORK,1.24,UNK,NULL,U
FRO,OTN-Global,FRO-T5,Arctic char,W,UNK,0.521,FORK,1.89,UNK,NULL,U
FRO,OTN-Global,FRO-T1,Arctic char,W,UNK,0.556,FORK,2.29,UNK,NULL,U
FRO,OTN-Global,FRO-T41,Arctic char,W,UNK,0.54,FORK,2.15,UNK,NULL,U
FRO,OTN-Global,FRO-T8,Arctic char,W,UNK,0.588,FORK,2.69,UNK,NULL,U
FRO,OTN-Global,FRO-T7,Arctic char,W,UNK,0.64,FORK,3.44,UNK,NULL,U
FRO,OTN-Global,FRO-T4,Arctic char,W,UNK,0.54,FORK,2.1,UNK,NULL,U
FRO,OTN-Global,FRO-T6,Arctic char,W,UNK,0.612,FORK,3.02,UNK,NULL,U
FRO,OTN-Global,FRO-T9,Arctic char,W,UNK,0.6,FORK,2.85,UNK,NULL,U
FRO,OTN-Global,FRO-T10,Arctic char,W,UNK,0.544,FORK,2.15,UNK,NULL,U
FRO,OTN-Global,FRO-T13,Arctic char,W,UNK,0.586,FORK,2.66,UNK,NULL,U
FRO,OTN-Global,FRO-T11,Arctic char,W,UNK,0.596,FORK,2.8,UNK,NULL,U
FRO,OTN-Global,FRO-T12,Arctic char,W,UNK,0.54,FORK,2.1,UNK,NULL,U
FRO,OTN-Global,FRO-T33,Arctic char,W,UNK,0.53,FORK,1.97,UNK,NULL,U
FRO,OTN-Global,FRO-T31,Arctic char,W,UNK,0.53,FORK,1.99,UNK,NULL,U
FRO,OTN-Global,FRO-T32,Arctic char,W,UNK,0.57,FORK,2.41,UNK,NULL,U
FRO,OTN-Global,FRO-T16,Arctic char,W,UNK,0.554,FORK,2.26,UNK,NULL,U
FRO,OTN-Global,FRO-T35,Arctic char,W,UNK,0.31,FORK,0.4,UNK,NULL,U
FRO,OTN-Global,FRO-T30,Arctic char,W,UNK,0.36,FORK,0.66,UNK,NULL,U
FRO,OTN-Global,FRO-T34,Arctic char,W,UNK,0.33,FORK,0.5,UNK,NULL,U
FRO,OTN-Global,FRO-T37,Arctic char,W,UNK,0.31,FORK,0.43,UNK,NULL,U
FRO,OTN-Global,FRO-T36,Arctic char,W,UNK,0.32,FORK,0.46,UNK,NULL,U
FRO,OTN-Global,FRO-T18,Arctic char,W,UNK,0.519,FORK,1.87,UNK,NULL,U
FRO,OTN-Global,FRO-T17,Arctic char,W,UNK,0.556,FORK,2.29,UNK,NULL,U
FRO,OTN-Global,FRO-T19,Arctic char,W,UNK,0.634,FORK,3.34,UNK,NULL,U
FRO,OTN-Global,FRO-T20,Arctic char,W,UNK,0.585,FORK,2.65,UNK,NULL,U
FRO,OTN-Global,FRO-T15,Arctic char,W,UNK,0.569,FORK,2.44,UNK,NULL,U
FRO,OTN-Global,FRO-T24,Arctic char,W,UNK,0.57,FORK,2.48,UNK,NULL,U
FRO,OTN-Global,FRO-T22,Arctic char,W,UNK,0.646,FORK,3.53,UNK,NULL,U
FRO,OTN-Global,FRO-T21,Arctic char,W,UNK,0.61,FORK,2.99,UNK,NULL,U
FRO,OTN-Global,FRO-T23,Arctic char,W,UNK,0.58,FORK,2.58,UNK,NULL,U
FRO,OTN-Global,FRO-T42,Arctic char,W,UNK,0.6,FORK,1.91,UNK,NULL,U
FRO,OTN-Global,FRO-T43,Arctic char,W,UNK,0.278,FORK,0.12,UNK,NULL,U
FRO,OTN-Global,FRO-T44,Arctic char,W,UNK,0.492,FORK,1,UNK,NULL,U
FRO,OTN-Global,FRO-T45,Arctic char,W,UNK,0.329,FORK,0.31,UNK,NULL,U
FRO,OTN-Global,FRO-T46,Arctic char,W,UNK,0.714,FORK,3.82,UNK,NULL,U
FRO,OTN-Global,FRO-T47,Arctic char,W,UNK,0.6,FORK,2.2,UNK,NULL,U
FRO,OTN-Global,FRO-T48,Arctic char,W,UNK,0.567,FORK,1.84,UNK,NULL,U
FRO,OTN-Global,FRO-T49,Arctic char,W,UNK,0.619,FORK,2.43,UNK,NULL,U
FRO,OTN-Global,FRO-T50,Arctic char,W,UNK,0.534,FORK,1.52,UNK,NULL,U
FRO,OTN-Global,FRO-T51,Arctic char,W,UNK,0.616,FORK,2.39,UNK,NULL,U
FRO,OTN-Global,FRO-T52,Arctic char,W,UNK,0.618,FORK,2.42,UNK,NULL,U
FRO,OTN-Global,FRO-T53,Arctic char,W,UNK,0.566,FORK,1.83,UNK,NULL,U
FRO,OTN-Global,FRO-T54,Arctic char,W,UNK,0.507,FORK,1.29,UNK,NULL,U
FRO,OTN-Global,FRO-T55,Arctic char,W,UNK,0.579,FORK,1.96,UNK,NULL,U
FRO,OTN-Global,FRO-T56,Arctic char,W,UNK,0.525,FORK,1.44,UNK,NULL,U
FRO,OTN-Global,FRO-T57,Arctic char,W,UNK,0.32,FORK,0.3,UNK,NULL,U
FRO,OTN-Global,FRO-T58,Arctic char,W,UNK,0.509,FORK,1.31,UNK,NULL,U
FRO,OTN-Global,FRO-T59,Arctic char,W,UNK,0.37,FORK,0.47,UNK,NULL,U
FRO,OTN-Global,FRO-T60,Arctic char,W,UNK,0.545,FORK,1.62,UNK,NULL,U
FRO,OTN-Global,FRO-T61,Arctic char,W,UNK,0.533,FORK,1.3,UNK,NULL,U
FRO,OTN-Global,FRO-T39,Arctic char,W,UNK,0.62,FORK,3.08,UNK,NULL,U
FRO,OTN-Global,FRO-T38,Arctic char,W,UNK,0.53,FORK,1.99,UNK,NULL,U
FRO,OTN-Global,FRO-T3,Arctic char,W,UNK,0.594,FORK,2.77,UNK,NULL,U
FRO,OTN-Global,FRO-T40,Arctic char,W,UNK,0.54,FORK,2.08,UNK,NULL,U
MCS,OTN-Global,MCS-50934,Atlantic salmon,H,EAST MACHIAS,0.64,FORK,NULL,ADULT,NULL,F
MCS,OTN-Global,MCS-50935,Atlantic salmon,H,EAST MACHIAS,0.7,FORK,NULL,ADULT,NULL,F
MCS,OTN-Global,MCS-50945,Atlantic salmon,H,EAST MACHIAS,0.655,FORK,NULL,ADULT,NULL,F
MCS,OTN-Global,MCS-50946,Atlantic salmon,H,EAST MACHIAS,0.795,FORK,NULL,ADULT,NULL,F
MCS,OTN-Global,MCS-50928,Atlantic salmon,H,EAST MACHIAS,0.785,FORK,NULL,ADULT,NULL,M
MCS,OTN-Global,MCS-50929,Atlantic salmon,H,EAST MACHIAS,0.88,FORK,NULL,ADULT,NULL,M
MCS,OTN-Global,MCS-50931,Atlantic salmon,H,EAST MACHIAS,0.8,FORK,NULL,ADULT,NULL,M
MCS,OTN-Global,MCS-50932,Atlantic salmon,H,EAST MACHIAS,0.765,FORK,NULL,ADULT,NULL,M
MCS,OTN-Global,MCS-50933,Atlantic salmon,H,EAST MACHIAS,0.8,FORK,NULL,ADULT,NULL,M
MCS,OTN-Global,MCS-16265,Atlantic salmon,H,EAST MACHIAS,0.78,FORK,NULL,ADULT,NULL,M
MCS,OTN-Global,MCS-16268,Atlantic salmon,H,EAST MACHIAS,0.76,FORK,NULL,ADULT,NULL,M
MCS,OTN-Global,MCS-50937,Atlantic salmon,H,EAST MACHIAS,0.71,FORK,NULL,ADULT,NULL,F
MCS,OTN-Global,MCS-50938,Atlantic salmon,H,EAST MACHIAS,0.72,FORK,NULL,ADULT,NULL,F
MCS,OTN-Global,MCS-50939,Atlantic salmon,H,EAST MACHIAS,0.72,FORK,NULL,ADULT,NULL,F
MCS,OTN-Global,MCS-50940,Atlantic salmon,H,EAST MACHIAS,0.72,FORK,NULL,ADULT,NULL,F
MCS,OTN-Global,MCS-50941,Atlantic salmon,H,EAST MACHIAS,0.72,FORK,NULL,ADULT,NULL,F
MCS,OTN-Global,MCS-50936,Atlantic salmon,H,EAST MACHIAS,0.685,FORK,NULL,ADULT,NULL,F
MCS,OTN-Global,MCS-50942,Atlantic salmon,H,EAST MACHIAS,0.825,FORK,NULL,ADULT,NULL,F
MCS,OTN-Global,MCS-50943,Atlantic salmon,H,EAST MACHIAS,0.735,FORK,NULL,ADULT,NULL,F
MCS,OTN-Global,MCS-50944,Atlantic salmon,H,EAST MACHIAS,0.64,FORK,NULL,ADULT,NULL,F
MCS,OTN-Global,MCS-50947,Atlantic salmon,H,EAST MACHIAS,0.72,FORK,NULL,ADULT,NULL,F
MCS,OTN-Global,MCS-50948,Atlantic salmon,H,EAST MACHIAS,0.78,FORK,NULL,ADULT,NULL,F
MCS,OTN-Global,MCS-50949,Atlantic salmon,H,EAST MACHIAS,0.75,FORK,NULL,ADULT,NULL,F
MCS,OTN-Global,MCS-50950,Atlantic salmon,H,EAST MACHIAS,0.76,FORK,NULL,ADULT,NULL,F
MCS,OTN-Global,MCS-50951,Atlantic salmon,H,EAST MACHIAS,0.825,FORK,NULL,ADULT,NULL,F
MCS,OTN-Global,MCS-50953,Atlantic salmon,H,EAST MACHIAS,0.725,FORK,NULL,ADULT,NULL,F
MCS,OTN-Global,MCS-50954,Atlantic salmon,H,EAST MACHIAS,0.69,FORK,NULL,ADULT,NULL,F
MCS,OTN-Global,MCS-50925,Atlantic salmon,H,EAST MACHIAS,0.79,FORK,NULL,ADULT,NULL,M
MCS,OTN-Global,MCS-50926,Atlantic salmon,H,EAST MACHIAS,0.84,FORK,NULL,ADULT,NULL,M
MCS,OTN-Global,MCS-50927,Atlantic salmon,H,EAST MACHIAS,0.8,FORK,NULL,ADULT,NULL,M
NSBS,OTN-Global,NSBS-ALI,blue shark,W,NW Atlantic,1.5748,FORK,NULL,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-1248829-2017-08-22-11270,blue shark,W,NW Atlantic,1.04,FORK,NULL,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-1248828-2017-08-27-11268,blue shark,W,NW Atlantic,1.37,FORK,NULL,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-1248827-2017-08-22-11266,blue shark,W,NW Atlantic,1.77,FORK,NULL,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-1248826-2017-08-25-11264,blue shark,W,NW Atlantic,1.52,FORK,NULL,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-1248825-2017-08-22-11262,blue shark,W,NW Atlantic,1.68,FORK,NULL,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-1248829-2017-08-22-11269,blue shark,W,NW Atlantic,1.04,FORK,NULL,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-1248828-2017-08-27-11267,blue shark,W,NW Atlantic,1.37,FORK,NULL,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-1248827-2017-08-22-11265,blue shark,W,NW Atlantic,1.77,FORK,NULL,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-1248826-2017-08-25-11263,blue shark,W,NW Atlantic,1.52,FORK,NULL,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-1248825-2017-08-22-11261,blue shark,W,NW Atlantic,1.68,FORK,NULL,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Eva,blue shark,W,NW Atlantic,1.6,FORK,32.65,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Percy,blue shark,W,NW Atlantic,1.38,FORK,19.5,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Riley,blue shark,W,NW Atlantic,1.58,FORK,29.71,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Meeko,blue shark,W,NW Atlantic,1.3,FORK,16.85,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Sophie,blue shark,W,NW Atlantic,1.53,FORK,25.29,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Brandy,blue shark,W,NW Atlantic,1.4,FORK,22.81,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Lucy,blue shark,W,NW Atlantic,1.62,FORK,27.6,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Xena,blue shark,W,NW Atlantic,1.64,FORK,40.46,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Leia,blue shark,W,NW Atlantic,1.37,FORK,21,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Hayley,blue shark,W,NW Atlantic,1.51,FORK,25,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Blueberry,blue shark,W,NW Atlantic,1.52,FORK,25.12,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Finnigan,blue shark,W,NW Atlantic,1.43,FORK,21.9,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Wryley,blue shark,W,NW Atlantic,1.16,FORK,7.57,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Brianna,blue shark,W,NW Atlantic,1.41,FORK,21.59,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Tika,blue shark,W,NW Atlantic,1.52,FORK,25.12,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Janina,blue shark,W,NW Atlantic,1.49,FORK,25.09,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Lola,blue shark,W,NW Atlantic,1.39,FORK,18.14,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Alyssa,blue shark,W,NW Atlantic,1.56,FORK,27.71,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Ophelia,blue shark,W,NW Atlantic,1.29,FORK,10.52,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Skylar,blue shark,W,NW Atlantic,1.62,FORK,30.88,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Blue Rodeo (Rick Mercer),blue shark,W,NW Atlantic,1.35,FORK,12,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Keesh,blue shark,W,NW Atlantic,1.35,FORK,15,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Tiny Turner,blue shark,W,NW Atlantic,1.07,FORK,6,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Tail Slap,blue shark,W,NW Atlantic,1.47,FORK,18,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Hey Jude,blue shark,W,NW Atlantic,1.55,FORK,28,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Suzy Q,blue shark,W,NW Atlantic,1.55,FORK,22,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Betty,blue shark,W,NW Atlantic,1.36,FORK,NULL,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Bonkers,blue shark,W,NW Atlantic,1.28,FORK,11,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Brendal,blue shark,W,NW Atlantic,1.65,FORK,27,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Lucy-14,blue shark,W,NW Atlantic,1.52,FORK,15,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Finnigan-14,blue shark,W,NW Atlantic,1.03,FORK,6,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Big Momma,blue shark,W,NW Atlantic,1.65,FORK,26,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Calypso,blue shark,W,NW Atlantic,1.31,FORK,15,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Katelyn,blue shark,W,NW Atlantic,1.31,FORK,9,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Hooker,blue shark,W,NW Atlantic,1.47,FORK,20,JUVENILE,NULL,F
NSBS,OTN-Global,NSBS-Casey,blue shark,W,NW Atlantic,1.42,FORK,19,JUVENILE,NULL,F
